2.67917e-2, 1.00082e+0
1.25921e+0, 9.87735e-1
2.25050e+0, 9.77514e-1
3.48292e+0, 9.66885e-1
5.19759e+0, 9.46443e-1
7.01942e+0, 9.41537e-1
8.70730e+0, 9.23957e-1
1.04488e+1, 8.95339e-1
1.22170e+1, 8.80621e-1
1.39317e+1, 8.61815e-1
1.56999e+1, 8.75715e-1
1.75218e+1, 8.64677e-1
1.92632e+1, 8.18070e-1
2.10047e+1, 8.18479e-1
2.27461e+1, 7.64105e-1
2.45680e+1, 8.07850e-1
2.63630e+1, 7.62061e-1
2.80777e+1, 7.37939e-1
2.98995e+1, 7.64513e-1
3.15874e+1, 7.48978e-1
3.33825e+1, 7.40801e-1
3.51507e+1, 7.27719e-1
3.68922e+1, 7.06051e-1
3.86336e+1, 7.13410e-1
4.04287e+1, 6.92559e-1
4.21433e+1, 6.78250e-1
4.39116e+1, 6.92150e-1
4.56798e+1, 6.92150e-1
4.73945e+1, 6.64350e-1
4.92431e+1, 6.39002e-1
5.09578e+1, 6.73344e-1
5.27261e+1, 6.80294e-1
5.45211e+1, 6.53720e-1
5.62090e+1, 6.48814e-1
5.79772e+1, 6.64350e-1
5.97455e+1, 6.41047e-1
6.14601e+1, 5.82584e-1
6.33088e+1, 6.28373e-1
6.50502e+1, 6.09158e-1
6.68453e+1, 6.32870e-1
6.85599e+1, 5.78087e-1
7.03550e+1, 6.12020e-1
7.21232e+1, 5.94440e-1
7.38111e+1, 5.77269e-1
7.56597e+1, 6.07522e-1
7.73476e+1, 5.76043e-1
7.91427e+1, 5.90352e-1
8.09377e+1, 5.94440e-1
8.27328e+1, 5.91987e-1
8.43670e+1, 5.74407e-1
8.61621e+1, 6.03434e-1
8.79839e+1, 5.94031e-1
