-3.94477e-2, 1.00069e+0
3.35306e+0, 8.06787e-1
6.94280e+0, 5.74792e-1
1.05325e+1, 3.80886e-1
1.40434e+1, 2.73546e-1
1.75937e+1, 2.99169e-1
2.10256e+1, 3.74654e-1
2.45759e+1, 5.86565e-1
2.80079e+1, 6.52355e-1
3.15187e+1, 6.94598e-1
3.49507e+1, 6.01108e-1
3.86588e+1, 5.83102e-1
4.20513e+1, 4.86842e-1
4.56016e+1, 4.10665e-1
4.91519e+1, 4.44598e-1
5.26233e+1, 4.58449e-1
5.61341e+1, 5.29086e-1
5.96844e+1, 5.75485e-1
6.31164e+1, 5.84488e-1
6.65878e+1, 5.63019e-1
7.00986e+1, 5.26316e-1
7.37278e+1, 4.75069e-1
7.70809e+1, 4.86150e-1
8.06706e+1, 4.88920e-1
8.41420e+1, 5.13850e-1
8.76529e+1, 5.06925e-1
